TIMESTAMP,SW_IN_Avg,AirTC_Avg,RH_Avg,VPD_kPa,Rain_mm_Tot
2026-03-01 00:00:00,0.0,29.0694070518206,61.56106148651461,1.5459266144552626,0.0
2026-03-01 00:30:00,0.0,28.368299853974452,63.31032412041711,1.4168635141652324,0.0
2026-03-01 01:00:00,20.63641489401014,27.429035742815238,67.90519684775448,1.1734087347319035,0.0
2026-03-01 01:30:00,35.09621862914583,26.684325598114388,73.15568368529551,0.939508421926976,0.0
2026-03-01 02:00:00,24.597382935112343,26.36269073821026,76.71162576837189,0.7997660769804508,0.0
2026-03-01 02:30:00,0.0,24.71533104429888,76.3564498420208,0.7363686939995692,1.936606345608302
2026-03-01 03:00:00,0.0,24.85109649130145,83.81170144613067,0.508278510280877,0.0
2026-03-01 03:30:00,0.0,23.315495139608057,81.0133531612812,0.5436821089741437,0.0
2026-03-01 04:00:00,0.0,23.046601261642568,88.84191068067452,0.3143642327221709,0.0
2026-03-01 04:30:00,3.5107862006280968,22.829563986595492,90.60414279606444,0.26126177021442587,0.0
2026-03-01 05:00:00,11.111848491495298,21.38885006798495,94.10259375639625,0.15020876011099835,0.0
2026-03-01 05:30:00,2.9346540268147843,21.279061749028624,94.30646034956011,0.14404406797085684,0.0
2026-03-01 06:00:00,0.0,20.983284896096894,99.97747347995683,0.0005596608242419994,0.0
2026-03-01 06:30:00,132.48526884524097,20.626125811727782,100.0,0.0,2.6510349363298142
2026-03-01 07:00:00,200.51197479363614,20.56581385639851,100.0,0.0,0.0
2026-03-01 07:30:00,351.63529069543335,19.520524223120457,96.74619307616372,0.07385403196163534,0.0
2026-03-01 08:00:00,442.46948220747197,20.30233880341767,100.0,0.0,0.0
2026-03-01 08:30:00,536.8959410865266,20.439170592806832,100.0,0.0,0.0
2026-03-01 09:00:00,670.8697028626934,20.750864598925332,95.97540013273499,0.09857051134046363,0.0
2026-03-01 09:30:00,722.7186760353014,19.503391823032658,99.5007872313037,0.011318940459463406,0.0
2026-03-01 10:00:00,818.2484829803691,21.26929722962088,98.62223982444252,0.034835875236955985,0.0
2026-03-01 10:30:00,864.552700382982,20.808737485891772,96.60240684213964,0.08351070391436471,0.0
2026-03-01 11:00:00,862.6685756005752,22.296167985764804,94.29547499891657,0.1535679323212071,0.0
2026-03-01 11:30:00,903.6859052987243,21.925997147060954,88.78093126997098,0.2952891385581045,0.0
2026-03-01 12:00:00,871.9368702549259,24.272609908263245,86.16360590336227,0.4196705768568333,0.0
2026-03-01 12:30:00,900.8099310750911,23.546026597726325,83.58852638086827,0.47651869520758616,0.0
2026-03-01 13:00:00,885.3151673213026,24.328383319077943,83.05104305527335,0.5157973391946348,0.0
2026-03-01 13:30:00,842.5387064278148,25.01203642551417,80.27848808719955,0.6251817049870559,0.0
2026-03-01 14:00:00,792.7320418035828,25.870879956368018,75.50007531985153,0.8172851270507412,0.0
2026-03-01 14:30:00,701.7780472146136,26.301203225954545,73.13128188384272,0.9193823731048852,1.769283173642603
2026-03-01 15:00:00,636.6946264635195,27.88422944023744,67.29326264636404,1.227982667482793,0.0
2026-03-01 15:30:00,599.0577988913041,28.28674018122374,66.05664772200048,1.3046125265501647,0.0
2026-03-01 16:00:00,486.75902713428695,28.850463714188706,60.55804377041348,1.5663158018494592,0.0
2026-03-01 16:30:00,364.82959974847535,29.859949685844082,56.28805870764763,1.8398790785972214,0.0
2026-03-01 17:00:00,245.63607426527236,29.985056456188666,53.90413132271354,1.9542018841502404,0.0
2026-03-01 17:30:00,139.75054993228878,30.608152354432253,54.45435037959043,2.0009736691952917,0.0
2026-03-01 18:00:00,0.0,30.619055180519453,49.63252818437983,2.2141904513101123,0.0
2026-03-01 18:30:00,6.955118699505471,31.378947126542776,49.871750247019115,2.3011012468443477,1.6072851416855016
2026-03-01 19:00:00,0.0,32.582125087772816,51.54631821373082,2.380741357943656,0.0
2026-03-01 19:30:00,0.0,32.29753882159617,53.70532580595839,2.238489381647937,0.0
2026-03-01 20:00:00,3.574053252050502,32.167791440023336,50.432094000049915,2.3792817546426397,0.0
2026-03-01 20:30:00,15.542162438197035,32.17897423203173,49.0699751218965,2.446207424066529,0.0
2026-03-01 21:00:00,12.116659063202299,31.96402335562716,46.1548115222314,2.5550174365772444,0.0
2026-03-01 21:30:00,0.0,31.338362144560612,56.567672125755756,1.9891407514474106,0.0
2026-03-01 22:00:00,0.0,31.752207004000436,53.36093181624595,2.1867193657432225,0.0
2026-03-01 22:30:00,0.0,30.175481242425708,54.02896462904207,1.9703000733106208,0.0
2026-03-01 23:00:00,0.0,30.389404102860937,55.82940744592241,1.916456310449987,0.0
2026-03-01 23:30:00,19.897767559880478,30.512066996309727,56.960874703302395,1.8805046311731268,0.0
2026-03-02 00:00:00,0.0,28.799924290612914,61.47676925274188,1.5253640261611539,0.0
2026-03-02 00:30:00,0.0,28.421731801527613,65.87921444381665,1.321752955280464,0.0
2026-03-02 01:00:00,0.0,27.37246143737988,69.58442616506235,1.108341326843498,0.0
2026-03-02 01:30:00,0.0,27.173767863186654,71.8047532759866,1.0155501416668729,0.0
2026-03-02 02:00:00,0.06784034905885851,25.774017355261346,76.40665988770287,0.7825429562744595,0.0
2026-03-02 02:30:00,8.786668295523905,24.883265640468892,78.09425113305883,0.6891149490067257,0.0
2026-03-02 03:00:00,15.376543953934315,24.28358321808882,80.00750934909455,0.6067893314663869,3.7397194501879305
2026-03-02 03:30:00,17.695634729810482,23.18587462742972,86.43282963080225,0.38546746926760944,0.0
2026-03-02 04:00:00,18.01092550642125,22.7065790517037,85.11418257229296,0.41084293160284424,0.0
